backbone,ci95,comparator,condition,family,favorable_direction,mean,method,metric,per_seed,split,task,task_clusters,training_seed_sd
transformer,"[-2.4658735044773055, 34.475137609086076]",framewise,all,original,positive,16.562356932303157,crossed_training_task_5000_rng417,speed_mm_s,"[12.978718916607562, 11.905512418104951, 24.802839462196957]",development,drone,8,7.156612836476537
transformer,"[-0.02688383060851322, 0.023119525224104855]",framewise,all,original,positive,-0.004191460067147028,crossed_training_task_5000_rng417,altitude_error_mm,"[0.004014796223944517, -0.0024873001407410555, -0.014101876284644543]",development,drone,8,0.009177776227765779
transformer,"[-25.0, 33.43749999999849]",framewise,"[1, 1]",original,positive,4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, 0.0, 12.5]",development,drone,8,7.216878364870322
transformer,"[-42.0, 29.083333333333332]",framewise,"[1, 1]",original,positive,-5.625,crossed_training_task_5000_rng417,budget_penalized_commands,"[-17.75, -0.875, 1.75]",development,drone,8,10.582267006648433
transformer,"[-33.23547064656539, 31.14821462632956]",framewise,"[1, 1]",original,positive,-3.6250707388934766,crossed_training_task_5000_rng417,goal_distance_mm,"[10.171389566726853, -24.88367456230976, 3.837072778902476]",development,drone,8,18.680927966320503
transformer,"[-2.4658735044773055, 34.475137609086076]",framewise,"[1, 1]",original,positive,16.562356932303157,crossed_training_task_5000_rng417,speed_mm_s,"[12.978718916607562, 11.905512418104951, 24.802839462196957]",development,drone,8,7.156612836476537
transformer,"[-0.02688383060851322, 0.023119525224104855]",framewise,"[1, 1]",original,positive,-0.004191460067147028,crossed_training_task_5000_rng417,altitude_error_mm,"[0.004014796223944517, -0.0024873001407410555, -0.014101876284644543]",development,drone,8,0.009177776227765779
transformer,"[-25.0, 33.333333333333336]",constant_dynamics,all,original,positive,4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, 12.5, 0.0]",development,drone,8,7.216878364870322
transformer,"[-45.166666666666664, 50.583333333333336]",constant_dynamics,all,original,positive,3.4583333333333335,crossed_training_task_5000_rng417,budget_penalized_commands,"[-17.625, 34.625, -6.625]",development,drone,8,27.545795202413988
transformer,"[-35.76728070967809, 42.135690893589434]",constant_dynamics,all,original,positive,1.0236638035854508,crossed_training_task_5000_rng417,goal_distance_mm,"[2.2185736091344967, 24.170157212354944, -23.317739410733086]",development,drone,8,23.76648771913557
transformer,"[-6.008192469973605, 35.92571190715778]",constant_dynamics,all,original,positive,13.890616982652206,crossed_training_task_5000_rng417,speed_mm_s,"[18.811642711461698, 6.709744269887926, 16.150463966606992]",development,drone,8,6.3595729232165095
transformer,"[-0.02272030105069031, 0.034624492290924284]",constant_dynamics,all,original,positive,0.0022706795214886646,crossed_training_task_5000_rng417,altitude_error_mm,"[0.015007368146288669, 0.007314153881582408, -0.015509483463405083]",development,drone,8,0.015871264387493183
transformer,"[-25.0, 33.333333333333336]",constant_dynamics,"[1, 1]",original,positive,4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, 12.5, 0.0]",development,drone,8,7.216878364870322
transformer,"[-45.166666666666664, 50.583333333333336]",constant_dynamics,"[1, 1]",original,positive,3.4583333333333335,crossed_training_task_5000_rng417,budget_penalized_commands,"[-17.625, 34.625, -6.625]",development,drone,8,27.545795202413988
transformer,"[-35.76728070967809, 42.135690893589434]",constant_dynamics,"[1, 1]",original,positive,1.0236638035854508,crossed_training_task_5000_rng417,goal_distance_mm,"[2.2185736091344967, 24.170157212354944, -23.317739410733086]",development,drone,8,23.76648771913557
transformer,"[-6.008192469973605, 35.92571190715778]",constant_dynamics,"[1, 1]",original,positive,13.890616982652206,crossed_training_task_5000_rng417,speed_mm_s,"[18.811642711461698, 6.709744269887926, 16.150463966606992]",development,drone,8,6.3595729232165095
transformer,"[-0.02272030105069031, 0.034624492290924284]",constant_dynamics,"[1, 1]",original,positive,0.0022706795214886646,crossed_training_task_5000_rng417,altitude_error_mm,"[0.015007368146288669, 0.007314153881582408, -0.015509483463405083]",development,drone,8,0.015871264387493183
gru,"[0.0, 25.0]",framewise,all,original,positive,4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, 0.0, 12.5]",development,surgery,8,7.216878364870322
gru,"[0.0, 27.5]",framewise,all,original,positive,5.541666666666667,crossed_training_task_5000_rng417,budget_penalized_commands,"[0.0, 2.875, 13.75]",development,surgery,8,7.2525139319640965
gru,"[-4.350636370067547, 4.974268959552023]",framewise,all,original,positive,0.26455282072299546,crossed_training_task_5000_rng417,goal_distance_mm,"[2.4693858926359105, -1.8771969890369098, 0.20146955856998638]",development,surgery,8,2.1739779921346254
gru,"[0.0, 25.0]",framewise,"[1, 1]",original,positive,4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, 0.0, 12.5]",development,surgery,8,7.216878364870322
gru,"[0.0, 27.5]",framewise,"[1, 1]",original,positive,5.541666666666667,crossed_training_task_5000_rng417,budget_penalized_commands,"[0.0, 2.875, 13.75]",development,surgery,8,7.2525139319640965
gru,"[-4.350636370067547, 4.974268959552023]",framewise,"[1, 1]",original,positive,0.26455282072299546,crossed_training_task_5000_rng417,goal_distance_mm,"[2.4693858926359105, -1.8771969890369098, 0.20146955856998638]",development,surgery,8,2.1739779921346254
gru,"[0.0, 25.0]",constant_dynamics,all,original,positive,4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, 0.0, 12.5]",development,surgery,8,7.216878364870322
gru,"[-0.16666666666666666, 27.458333333333332]",constant_dynamics,all,original,positive,4.541666666666667,crossed_training_task_5000_rng417,budget_penalized_commands,"[0.0, -0.125, 13.75]",development,surgery,8,7.974895506107483
gru,"[-3.729932557872169, 7.092698194908692]",constant_dynamics,all,original,positive,0.9593763414610481,crossed_training_task_5000_rng417,goal_distance_mm,"[3.935730303509784, 0.05347556426598049, -1.11107684339262]",development,surgery,8,2.642547588615627
gru,"[0.0, 25.0]",constant_dynamics,"[1, 1]",original,positive,4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, 0.0, 12.5]",development,surgery,8,7.216878364870322
gru,"[-0.16666666666666666, 27.458333333333332]",constant_dynamics,"[1, 1]",original,positive,4.541666666666667,crossed_training_task_5000_rng417,budget_penalized_commands,"[0.0, -0.125, 13.75]",development,surgery,8,7.974895506107483
gru,"[-3.729932557872169, 7.092698194908692]",constant_dynamics,"[1, 1]",original,positive,0.9593763414610481,crossed_training_task_5000_rng417,goal_distance_mm,"[3.935730303509784, 0.05347556426598049, -1.11107684339262]",development,surgery,8,2.642547588615627
transformer,"[-25.0, 12.5]",framewise,all,original,positive,-4.166666666666667,crossed_training_task_5000_rng417,success,"[12.5, -12.5, -12.5]",development,surgery,8,14.433756729740645
transformer,"[-43.0, 20.375]",framewise,all,original,positive,-5.458333333333333,crossed_training_task_5000_rng417,budget_penalized_commands,"[20.375, -21.5, -15.25]",development,surgery,8,22.589520985034927
transformer,"[-14.815451513867028, 0.9200121211250459]",framewise,all,original,positive,-5.285865079775201,crossed_training_task_5000_rng417,goal_distance_mm,"[-0.1891239396305422, -9.789614015779268, -5.878857283915793]",development,surgery,8,4.827637335300383
transformer,"[-25.0, 12.5]",framewise,"[1, 1]",original,positive,-4.166666666666667,crossed_training_task_5000_rng417,success,"[12.5, -12.5, -12.5]",development,surgery,8,14.433756729740645
transformer,"[-43.0, 20.375]",framewise,"[1, 1]",original,positive,-5.458333333333333,crossed_training_task_5000_rng417,budget_penalized_commands,"[20.375, -21.5, -15.25]",development,surgery,8,22.589520985034927
transformer,"[-14.815451513867028, 0.9200121211250459]",framewise,"[1, 1]",original,positive,-5.285865079775201,crossed_training_task_5000_rng417,goal_distance_mm,"[-0.1891239396305422, -9.789614015779268, -5.878857283915793]",development,surgery,8,4.827637335300383
transformer,"[-20.833333333333332, 0.0]",constant_dynamics,all,original,positive,-4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, -12.5, 0.0]",development,surgery,8,7.216878364870322
transformer,"[-35.0, 0.3333333333333333]",constant_dynamics,all,original,positive,-7.083333333333333,crossed_training_task_5000_rng417,budget_penalized_commands,"[0.25, -21.5, 0.0]",development,surgery,8,12.485825296444498
transformer,"[-14.29355332143084, -1.3223184747161472]",constant_dynamics,all,original,positive,-6.1996629542993205,crossed_training_task_5000_rng417,goal_distance_mm,"[-4.130170469979628, -11.26822154273275, -3.2005968501855833]",development,surgery,8,4.414039125556202
transformer,"[-20.833333333333332, 0.0]",constant_dynamics,"[1, 1]",original,positive,-4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, -12.5, 0.0]",development,surgery,8,7.216878364870322
transformer,"[-35.0, 0.3333333333333333]",constant_dynamics,"[1, 1]",original,positive,-7.083333333333333,crossed_training_task_5000_rng417,budget_penalized_commands,"[0.25, -21.5, 0.0]",development,surgery,8,12.485825296444498
transformer,"[-14.29355332143084, -1.3223184747161472]",constant_dynamics,"[1, 1]",original,positive,-6.1996629542993205,crossed_training_task_5000_rng417,goal_distance_mm,"[-4.130170469979628, -11.26822154273275, -3.2005968501855833]",development,surgery,8,4.414039125556202
transformer,"[0.0, 37.5]",constant_dynamics,all,wide_gain,positive,12.5,crossed_training_task_5000_rng417,success,"[12.5, 12.5, 12.5]",development,drone,8,0.0
transformer,"[-2.8333333333333335, 38.416666666666664]",constant_dynamics,all,wide_gain,positive,10.791666666666666,crossed_training_task_5000_rng417,budget_penalized_commands,"[20.25, 2.125, 10.0]",development,drone,8,9.08839690667905
transformer,"[-18.336619715645803, 28.811266359483177]",constant_dynamics,all,wide_gain,positive,4.007278112780021,crossed_training_task_5000_rng417,goal_distance_mm,"[13.342715059800721, -6.731311943215812, 5.410431221755159]",development,drone,8,10.110305090098873
transformer,"[-25.04405252267705, 19.610107355442604]",constant_dynamics,all,wide_gain,positive,-2.158626097091616,crossed_training_task_5000_rng417,speed_mm_s,"[6.462620705623717, -18.420265569141563, 5.481766572242995]",development,drone,8,14.091529634746617
transformer,"[-0.02245342927032351, 0.01173436296739739]",constant_dynamics,all,wide_gain,positive,-0.0045547529233571265,crossed_training_task_5000_rng417,altitude_error_mm,"[8.892845339281141e-05, -0.008634618441846764, -0.0051185687816174275]",development,drone,8,0.004389018552009134
transformer,"[0.0, 37.5]",constant_dynamics,"[1, 1]",wide_gain,positive,12.5,crossed_training_task_5000_rng417,success,"[12.5, 12.5, 12.5]",development,drone,8,0.0
transformer,"[-2.8333333333333335, 38.416666666666664]",constant_dynamics,"[1, 1]",wide_gain,positive,10.791666666666666,crossed_training_task_5000_rng417,budget_penalized_commands,"[20.25, 2.125, 10.0]",development,drone,8,9.08839690667905
transformer,"[-18.336619715645803, 28.811266359483177]",constant_dynamics,"[1, 1]",wide_gain,positive,4.007278112780021,crossed_training_task_5000_rng417,goal_distance_mm,"[13.342715059800721, -6.731311943215812, 5.410431221755159]",development,drone,8,10.110305090098873
transformer,"[-25.04405252267705, 19.610107355442604]",constant_dynamics,"[1, 1]",wide_gain,positive,-2.158626097091616,crossed_training_task_5000_rng417,speed_mm_s,"[6.462620705623717, -18.420265569141563, 5.481766572242995]",development,drone,8,14.091529634746617
transformer,"[-0.02245342927032351, 0.01173436296739739]",constant_dynamics,"[1, 1]",wide_gain,positive,-0.0045547529233571265,crossed_training_task_5000_rng417,altitude_error_mm,"[8.892845339281141e-05, -0.008634618441846764, -0.0051185687816174275]",development,drone,8,0.004389018552009134
