backbone,ci95,comparator,condition,family,favorable_direction,mean,method,metric,per_seed,split,task,task_clusters,training_seed_sd
transformer,"[0.49479166666666685, 3.8229166666666665]",framewise,"[2, 1]",core,positive,2.0989583333333335,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[2.703125, 0.8125, 2.78125]",test,reacher,64,1.1147901871914434
transformer,"[0.003504048845967522, 0.09364987647481651]",framewise,"[2, 1]",core,positive,0.04900696904232182,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.07458604098113372, 0.04012374639851094, 0.032311119747320774]",test,reacher,64,0.022493909725432523
transformer,"[-11.458333333333336, 7.291666666666668]",framewise,"[2, 2]",core,positive,-2.0833333333333335,fixed_training_task_cluster_20000_rng1701,success,"[-3.125, -1.5625, -1.5625]",test,reacher,64,0.9021097956087902
transformer,"[-1.2395833333333335, 2.1824218749999886]",framewise,"[2, 2]",core,positive,0.484375,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.421875, 0.6875, 1.1875]",test,reacher,64,0.8236909595685751
transformer,"[-0.03102264918611395, 0.07261166442662255]",framewise,"[2, 2]",core,positive,0.021135605444358534,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.010846635825486086, -0.006322904113775608, 0.08057635627233731]",test,reacher,64,0.051526868538610784
transformer,"[4.166666666666667, 11.574074074074073]",single,all,core,positive,7.8125,fixed_training_task_cluster_20000_rng1701,success,"[4.340277777777777, 8.333333333333334, 10.763888888888888]",test,reacher,64,3.2433232104634384
transformer,"[0.9606336805555555, 2.4959490740740744]",single,all,core,positive,1.7181712962962965,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[1.2447916666666665, 1.40625, 2.5034722222222223]",test,reacher,64,0.6848652104945776
transformer,"[0.06977523927841511, 0.13753852456512317]",single,all,core,positive,0.10305456974834128,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.09622036210711171, 0.114919359572668, 0.09802398756524416]",test,reacher,64,0.010314707673021603
transformer,"[-5.729166666666668, 13.020833333333334]",single,"[0, 0]",core,positive,3.6458333333333335,fixed_training_task_cluster_20000_rng1701,success,"[-1.5625, 4.6875, 7.8125]",test,reacher,64,4.773516348912334
transformer,"[-0.6614583333333333, 3.130338541666656]",single,"[0, 0]",core,positive,1.203125,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.890625, 0.390625, 2.328125]",test,reacher,64,1.0058423087144426
transformer,"[-0.017205062033759332, 0.06419703327224482]",single,"[0, 0]",core,positive,0.02337716184946922,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.0066968924410338825, 0.06016514609432927, 0.016663231895112266]",test,reacher,64,0.03393288509469988
transformer,"[-8.854166666666668, 10.9375]",single,"[0, 1]",core,positive,1.0416666666666667,fixed_training_task_cluster_20000_rng1701,success,"[-12.5, 4.6875, 10.9375]",test,reacher,64,12.136646039303171
transformer,"[-1.7864583333333333, 2.9375]",single,"[0, 1]",core,positive,0.5625,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-1.984375, 0.953125, 2.71875]",test,reacher,64,2.3757708452994786
transformer,"[-0.06480590786139401, 0.021757589333863174]",single,"[0, 1]",core,positive,-0.021043254785234944,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.027939708983899372, -0.026405123006209695, -0.008784932365595766]",test,reacher,64,0.010643711285947296
transformer,"[-2.604166666666668, 17.1875]",single,"[0, 2]",core,positive,7.291666666666667,fixed_training_task_cluster_20000_rng1701,success,"[0.0, 7.8125, 14.0625]",test,reacher,64,7.045702738785772
transformer,"[-0.8854166666666665, 2.448046874999989]",single,"[0, 2]",core,positive,0.78125,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.734375, -0.6875, 2.296875]",test,reacher,64,1.4927395902752094
transformer,"[-0.01055203846177841, 0.06431343352048897]",single,"[0, 2]",core,positive,0.027460346940453368,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.02329030814394785, 0.007656096075807452, 0.09801525288950048]",test,reacher,64,0.0630310720886317
transformer,"[10.416666666666666, 27.604166666666668]",single,"[1, 0]",core,positive,18.75,fixed_training_task_cluster_20000_rng1701,success,"[28.125, 7.8125, 20.3125]",test,reacher,64,10.245997694221876
transformer,"[2.0885416666666665, 5.572916666666666]",single,"[1, 0]",core,positive,3.7916666666666665,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[5.265625, 2.1875, 3.921875]",test,reacher,64,1.5431879459282765
transformer,"[0.1858165011761659, 0.3861831937089016]",single,"[1, 0]",core,positive,0.28484180849866325,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.3704038231310278, 0.27106241570819256, 0.21305918665676946]",test,reacher,64,0.07957221503803753
transformer,"[3.1119791666666767, 19.79166666666667]",single,"[1, 1]",core,positive,11.458333333333334,fixed_training_task_cluster_20000_rng1701,success,"[15.625, 7.8125, 10.9375]",test,reacher,64,3.932205435036849
transformer,"[0.16666666666666669, 3.807291666666666]",single,"[1, 1]",core,positive,2.0,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[3.1875, 0.609375, 2.203125]",test,reacher,64,1.301009974260382
transformer,"[0.13147343375862522, 0.34821979987558577]",single,"[1, 1]",core,positive,0.2392915083954883,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.280026270600003, 0.20447560976984025, 0.23337264481662162]",test,reacher,64,0.038121520136499
transformer,"[5.729166666666666, 22.916666666666668]",single,"[1, 2]",core,positive,14.0625,fixed_training_task_cluster_20000_rng1701,success,"[3.125, 20.3125, 18.75]",test,reacher,64,9.504316453590969
transformer,"[0.8332031249999999, 4.291666666666666]",single,"[1, 2]",core,positive,2.5,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.03125, 3.78125, 3.75]",test,reacher,64,2.192182488411948
transformer,"[0.13436593656432666, 0.3685584795007949]",single,"[1, 2]",core,positive,0.24793845087887986,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.21839270736874564, 0.3544007099127553, 0.1710219353551386]",test,reacher,64,0.0951927358533112
transformer,"[-3.1249999999999996, 16.666666666666668]",single,"[2, 0]",core,positive,6.770833333333333,fixed_training_task_cluster_20000_rng1701,success,"[9.375, 10.9375, 0.0]",test,reacher,64,5.915529526875285
transformer,"[0.5572916666666667, 3.843880208333322]",single,"[2, 0]",core,positive,2.1822916666666665,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[2.421875, 2.984375, 1.140625]",test,reacher,64,0.9449357892647169
transformer,"[0.020226739560052404, 0.10877451136580094]",single,"[2, 0]",core,positive,0.06407620000446478,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.04529979517984785, 0.09993629801150633, 0.04699250682204012]",test,reacher,64,0.03106728649209443
transformer,"[-6.770833333333334, 13.020833333333336]",single,"[2, 1]",core,positive,3.125,fixed_training_task_cluster_20000_rng1701,success,"[-3.125, 0.0, 12.5]",test,reacher,64,8.267972847076846
transformer,"[-0.12513020833333333, 3.354166666666667]",single,"[2, 1]",core,positive,1.5833333333333333,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.9375, 0.3125, 3.5]",test,reacher,64,1.6890425048924416
transformer,"[-0.014689362785790373, 0.07553439052152087]",single,"[2, 1]",core,positive,0.030814455911830314,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.009989849733383509, 0.016560880650000737, 0.06589263735210672]",test,reacher,64,0.030555747768537735
transformer,"[-4.166666666666668, 12.500000000000002]",single,"[2, 2]",core,positive,4.166666666666667,fixed_training_task_cluster_20000_rng1701,success,"[0.0, 10.9375, 1.5625]",test,reacher,64,5.915529526875285
transformer,"[-1.09375, 2.687630208333322]",single,"[2, 2]",core,positive,0.859375,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.21875, 2.125, 0.671875]",test,reacher,64,1.1830715122616215
transformer,"[-0.016625704229377168, 0.07545822585733496]",single,"[2, 2]",core,positive,0.03073445004105742,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.00020227748012130106, 0.046422202937789765, 0.045983424665503814]",test,reacher,64,0.02679289017412643
transformer,"[0.5787037037037042, 6.597222222222221]",factorized_unpaired,all,core,positive,3.5879629629629632,fixed_training_task_cluster_20000_rng1701,success,"[2.951388888888888, 1.9097222222222223, 5.902777777777778]",test,reacher,64,2.071241917612648
transformer,"[0.3564814814814815, 1.553240740740741]",factorized_unpaired,all,core,positive,0.9531249999999999,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.6354166666666666, 0.5052083333333334, 1.71875]",test,reacher,64,0.6662392835806901
transformer,"[0.0233635941348901, 0.08226182386094162]",factorized_unpaired,all,core,positive,0.05257624043178954,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.048585168479388194, 0.044341065861932136, 0.06480248695404828]",test,reacher,64,0.010798792977650665
transformer,"[-3.645833333333334, 15.104166666666668]",factorized_unpaired,"[0, 0]",core,positive,5.729166666666667,fixed_training_task_cluster_20000_rng1701,success,"[-7.8125, 4.6875, 20.3125]",test,reacher,64,14.091405477571545
transformer,"[-0.3178385416666667, 3.3020833333333335]",factorized_unpaired,"[0, 0]",core,positive,1.46875,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-1.296875, 0.625, 5.078125]",test,reacher,64,3.2701822268606073
transformer,"[0.0061790619721029645, 0.08600657066232807]",factorized_unpaired,"[0, 0]",core,positive,0.04516738603622363,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.014164929854217393, 0.04758652428065184, 0.07375070397380167]",test,reacher,64,0.029866457636314542
transformer,"[-12.5, 6.25]",factorized_unpaired,"[0, 1]",core,positive,-3.125,fixed_training_task_cluster_20000_rng1701,success,"[-9.375, 0.0, 0.0]",test,reacher,64,5.412658773652741
transformer,"[-1.9375, 2.119791666666667]",factorized_unpaired,"[0, 1]",core,positive,0.109375,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-2.140625, 1.125, 1.34375]",test,reacher,64,1.9516244235572069
transformer,"[-0.06240171501300267, 0.019055709718194307]",factorized_unpaired,"[0, 1]",core,positive,-0.022006772821706353,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.04067508269893971, -0.024814245031391652, -0.0005309907347876841]",test,reacher,64,0.02021876492426504
transformer,"[-6.770833333333334, 10.937500000000002]",factorized_unpaired,"[0, 2]",core,positive,2.0833333333333335,fixed_training_task_cluster_20000_rng1701,success,"[4.6875, 0.0, 1.5625]",test,reacher,64,2.386758174456167
transformer,"[-1.609375, 1.6718749999999998]",factorized_unpaired,"[0, 2]",core,positive,0.057291666666666664,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.65625, -2.3125, 1.828125]",test,reacher,64,2.134304842673214
transformer,"[-0.027670268272687804, 0.06254112633634797]",factorized_unpaired,"[0, 2]",core,positive,0.016741034727588117,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.004608398820654161, -0.011578326023640104, 0.06640982902705861]",test,reacher,64,0.043155379927374816
transformer,"[5.208333333333334, 20.3125]",factorized_unpaired,"[1, 0]",core,positive,12.5,fixed_training_task_cluster_20000_rng1701,success,"[15.625, 4.6875, 17.1875]",test,reacher,64,6.810779599282302
transformer,"[0.28645833333333326, 3.479166666666667]",factorized_unpaired,"[1, 0]",core,positive,1.859375,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[2.1875, 0.984375, 2.40625]",test,reacher,64,0.765625
transformer,"[0.08069086718890642, 0.26092531708705985]",factorized_unpaired,"[1, 0]",core,positive,0.16986546542607128,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.21670033380483494, 0.14283163841239235, 0.15006442406098658]",test,reacher,64,0.04072108752356344
transformer,"[-4.687500000000001, 11.458333333333332]",factorized_unpaired,"[1, 1]",core,positive,3.125,fixed_training_task_cluster_20000_rng1701,success,"[9.375, 7.8125, -7.8125]",test,reacher,64,9.504316453590969
transformer,"[-0.9374999999999998, 2.208333333333333]",factorized_unpaired,"[1, 1]",core,positive,0.5989583333333334,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[1.25, 1.265625, -0.71875]",test,reacher,64,1.1411956335170292
transformer,"[-0.003309267797638688, 0.19231667386754098]",factorized_unpaired,"[1, 1]",core,positive,0.09474582416321016,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.16111471955081041, 0.06361667519834839, 0.05950607774047169]",test,reacher,64,0.05751388492436278
transformer,"[-6.770833333333334, 11.458333333333332]",factorized_unpaired,"[1, 2]",core,positive,2.0833333333333335,fixed_training_task_cluster_20000_rng1701,success,"[-3.125, 9.375, 0.0]",test,reacher,64,6.505206248331665
transformer,"[-0.9739583333333335, 2.2916666666666665]",factorized_unpaired,"[1, 2]",core,positive,0.6666666666666666,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.515625, 1.90625, 0.609375]",test,reacher,64,1.2119535387993772
transformer,"[-0.021177625279573516, 0.18672840417999892]",factorized_unpaired,"[1, 2]",core,positive,0.08360750735961113,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.03147128564284124, 0.15239798774497326, 0.0669532486910189]",test,reacher,64,0.062159794635879624
transformer,"[-10.9375, 4.687500000000001]",factorized_unpaired,"[2, 0]",core,positive,-3.125,fixed_training_task_cluster_20000_rng1701,success,"[1.5625, -7.8125, -3.125]",test,reacher,64,4.6875
transformer,"[-0.9583333333333334, 2.5052083333333335]",factorized_unpaired,"[2, 0]",core,positive,0.7083333333333334,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[2.1875, 0.59375, -0.65625]",test,reacher,64,1.4253334770618884
transformer,"[-0.030286499804106082, 0.03410216986790989]",factorized_unpaired,"[2, 0]",core,positive,0.001823980030701827,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.01983389464954163, 0.0003268829473814655, 0.02497895179426564]",test,reacher,64,0.022443902877100658
transformer,"[-2.604166666666667, 17.1875]",factorized_unpaired,"[2, 1]",core,positive,7.291666666666667,fixed_training_task_cluster_20000_rng1701,success,"[4.6875, 0.0, 17.1875]",test,reacher,64,8.884751098558322
transformer,"[0.536328125, 4.208463541666656]",factorized_unpaired,"[2, 1]",core,positive,2.3697916666666665,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[1.96875, 0.484375, 4.65625]",test,reacher,64,2.1146538883960027
transformer,"[-0.010103230551060266, 0.08472468373726531]",factorized_unpaired,"[2, 1]",core,positive,0.03634619910118103,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.018086999010758102, 0.03414537526323639, 0.05680622302954859]",test,reacher,64,0.019453207867304805
transformer,"[-2.6041666666666665, 14.0625]",factorized_unpaired,"[2, 2]",core,positive,5.729166666666667,fixed_training_task_cluster_20000_rng1701,success,"[10.9375, -1.5625, 7.8125]",test,reacher,64,6.505206248331665
transformer,"[-0.9166666666666665, 2.421875]",factorized_unpaired,"[2, 2]",core,positive,0.7395833333333334,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[1.421875, -0.125, 0.921875]",test,reacher,64,0.7893847320593004
transformer,"[-0.0005338016408455058, 0.09409381439348417]",factorized_unpaired,"[2, 2]",core,positive,0.04689553986322501,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.06084562462016718, -0.00544292003456274, 0.0852839150040706]",test,reacher,64,0.04694457687077656
transformer,"[-0.9837962962962962, 5.150462962962964]",plain,all,core,positive,2.0254629629629632,fixed_training_task_cluster_20000_rng1701,success,"[2.2569444444444446, 1.5625000000000002, 2.2569444444444446]",test,reacher,64,0.4009376869372401
transformer,"[0.09662905092592598, 1.3593894675925913]",plain,all,core,positive,0.711226851851852,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.39409722222222227, 0.6371527777777778, 1.1024305555555558]",test,reacher,64,0.35992951270384377
transformer,"[0.031943790808684536, 0.12167192342346475]",plain,all,core,positive,0.07512389865211873,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.08631446198187653, 0.07125981077102142, 0.06779742320345823]",test,reacher,64,0.009844722578366244
transformer,"[-10.416666666666668, 8.333333333333336]",plain,"[0, 0]",core,positive,-1.0416666666666667,fixed_training_task_cluster_20000_rng1701,success,"[-3.125, -1.5625, 1.5625]",test,reacher,64,2.386758174456167
transformer,"[0.5781249999999999, 3.656249999999999]",plain,"[0, 0]",core,positive,2.09375,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.359375, 3.375, 3.265625]",test,reacher,64,2.125172327571343
transformer,"[-0.034631638466985845, 0.04520184777252599]",plain,"[0, 0]",core,positive,0.005060083994112144,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.009553969923697206, 0.01736023139394679, 0.0073739905120868456]",test,reacher,64,0.013605483478072795
transformer,"[-8.333333333333334, 10.416666666666668]",plain,"[0, 1]",core,positive,1.0416666666666667,fixed_training_task_cluster_20000_rng1701,success,"[-3.125, 6.25, 0.0]",test,reacher,64,4.773516348912334
transformer,"[-1.5364583333333333, 2.135546874999989]",plain,"[0, 1]",core,positive,0.296875,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-1.375, 1.65625, 0.609375]",test,reacher,64,1.5395977812808772
transformer,"[-0.03179591691917735, 0.03954943759781453]",plain,"[0, 1]",core,positive,0.0037053378858577057,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.012742385973511891, 0.030873764216988706, -0.00701536458590369]",test,reacher,64,0.0237021567684483
transformer,"[-8.333333333333332, 8.333333333333332]",plain,"[0, 2]",core,positive,0.0,fixed_training_task_cluster_20000_rng1701,success,"[-10.9375, 7.8125, 3.125]",test,reacher,64,9.757809372497498
transformer,"[-1.921875, 1.078125]",plain,"[0, 2]",core,positive,-0.4114583333333333,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-1.640625, -0.34375, 0.75]",test,reacher,64,1.196749884670282
transformer,"[-0.04029193702401841, 0.0335314682923007]",plain,"[0, 2]",core,positive,-0.0033450753516022017,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.05022168147828785, 0.004698983278106826, 0.03548747214537442]",test,reacher,64,0.04341710392402725
transformer,"[-3.645833333333334, 11.979166666666668]",plain,"[1, 0]",core,positive,4.166666666666667,fixed_training_task_cluster_20000_rng1701,success,"[10.9375, -4.6875, 6.25]",test,reacher,64,8.018127249135757
transformer,"[-0.739583333333333, 2.619791666666667]",plain,"[1, 0]",core,positive,0.90625,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[2.046875, -0.859375, 1.53125]",test,reacher,64,1.5506582523641372
transformer,"[0.05319736900649277, 0.330141563488807]",plain,"[1, 0]",core,positive,0.18724558928321092,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.3201340291421983, 0.0927556696307192, 0.14884706907671524]",test,reacher,64,0.11845279380018586
transformer,"[-4.6875, 10.9375]",plain,"[1, 1]",core,positive,3.125,fixed_training_task_cluster_20000_rng1701,success,"[12.5, -1.5625, -1.5625]",test,reacher,64,8.118988160479113
transformer,"[-0.9687500000000001, 2.2291666666666665]",plain,"[1, 1]",core,positive,0.6354166666666666,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[2.3125, -0.125, -0.28125]",test,reacher,64,1.4544964406396235
transformer,"[0.04228719026335182, 0.3489891401537844]",plain,"[1, 1]",core,positive,0.18934235155623189,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.24566930645426072, 0.15743305829667406, 0.16492468991776102]",test,reacher,64,0.04892418136412652
transformer,"[-6.770833333333334, 12.5]",plain,"[1, 2]",core,positive,2.6041666666666665,fixed_training_task_cluster_20000_rng1701,success,"[0.0, 4.6875, 3.125]",test,reacher,64,2.386758174456167
transformer,"[-1.296875, 2.270833333333333]",plain,"[1, 2]",core,positive,0.4739583333333333,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[-0.75, 1.3125, 0.859375]",test,reacher,64,1.083921615112612
transformer,"[0.051090006366410805, 0.33973671469507916]",plain,"[1, 2]",core,positive,0.1915204412029038,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.19204416081375758, 0.23078375031216816, 0.1517334124827856]",test,reacher,64,0.03952777111611497
transformer,"[-5.729166666666667, 13.020833333333336]",plain,"[2, 0]",core,positive,3.6458333333333335,fixed_training_task_cluster_20000_rng1701,success,"[4.6875, 9.375, -3.125]",test,reacher,64,6.314768569261531
transformer,"[0.11458333333333337, 3.677213541666656]",plain,"[2, 0]",core,positive,1.828125,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[2.0625, 3.453125, -0.03125]",test,reacher,64,1.7539714979511498
transformer,"[0.005392496681392197, 0.10256768669471719]",plain,"[2, 0]",core,positive,0.05324567439419617,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.03962235608895592, 0.08511887080097964, 0.03499579629265293]",test,reacher,64,0.02769976084330401
transformer,"[-4.166666666666667, 15.625000000000004]",plain,"[2, 1]",core,positive,5.729166666666667,fixed_training_task_cluster_20000_rng1701,success,"[6.25, -4.6875, 15.625]",test,reacher,64,10.16626109163705
transformer,"[-1.59375, 2.546875]",plain,"[2, 1]",core,positive,0.4322916666666667,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.890625, -2.25, 2.65625]",test,reacher,64,2.4850300499105304
transformer,"[-0.00436273308327201, 0.09541380021236974]",plain,"[2, 1]",core,positive,0.04334716441416731,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[0.06286750575788612, 0.014199295734313569, 0.05297469175030225]",test,reacher,64,0.025722861984636566
transformer,"[-10.416666666666666, 8.333333333333332]",plain,"[2, 2]",core,positive,-1.0416666666666667,fixed_training_task_cluster_20000_rng1701,success,"[3.125, -1.5625, -4.6875]",test,reacher,64,3.932205435036849
transformer,"[-1.5574218750000002, 1.8020833333333335]",plain,"[2, 2]",core,positive,0.14583333333333334,fixed_training_task_cluster_20000_rng1701,budget_penalized_commands,"[0.359375, -0.484375, 0.5625]",test,reacher,64,0.5551457907237822
transformer,"[-0.04631678873487516, 0.057769443327251487]",plain,"[2, 2]",core,positive,0.005993520489990756,fixed_training_task_cluster_20000_rng1701,wrapped_joint_error_rad,"[-0.01098916304467287, 0.008114673275295692, 0.020855051239349442]",test,reacher,64,0.016027724813448656
gru,"[-29.166666666666668, 12.5]",framewise,all,original,positive,-8.333333333333334,crossed_training_task_5000_rng417,success,"[0.0, -12.5, -12.5]",development,drone,8,7.216878364870323
gru,"[-45.54583333333333, 24.333333333333332]",framewise,all,original,positive,-12.625,crossed_training_task_5000_rng417,budget_penalized_commands,"[6.25, -26.25, -17.875]",development,drone,8,16.87407404867005
gru,"[-89.90248059200694, 48.33248759799837]",framewise,all,original,positive,-22.057071782179765,crossed_training_task_5000_rng417,goal_distance_mm,"[-17.461720279325366, -11.896388580733479, -36.81310648648044]",development,drone,8,13.078556853672062
gru,"[-23.313169098013883, 7.879073149177867]",framewise,all,original,positive,-4.719061992434284,crossed_training_task_5000_rng417,speed_mm_s,"[-10.803520729112542, -4.846514608654608, 1.4928493604642985]",development,drone,8,6.14917575549732
gru,"[-0.012929746427133477, 0.015728193868894583]",framewise,all,original,positive,0.0012862016129100429,crossed_training_task_5000_rng417,altitude_error_mm,"[0.005543504611127403, -0.006734377310552153, 0.005049477538154878]",development,drone,8,0.006950415842798325
gru,"[-29.166666666666668, 12.5]",framewise,"[1, 1]",original,positive,-8.333333333333334,crossed_training_task_5000_rng417,success,"[0.0, -12.5, -12.5]",development,drone,8,7.216878364870323
gru,"[-45.54583333333333, 24.333333333333332]",framewise,"[1, 1]",original,positive,-12.625,crossed_training_task_5000_rng417,budget_penalized_commands,"[6.25, -26.25, -17.875]",development,drone,8,16.87407404867005
gru,"[-89.90248059200694, 48.33248759799837]",framewise,"[1, 1]",original,positive,-22.057071782179765,crossed_training_task_5000_rng417,goal_distance_mm,"[-17.461720279325366, -11.896388580733479, -36.81310648648044]",development,drone,8,13.078556853672062
gru,"[-23.313169098013883, 7.879073149177867]",framewise,"[1, 1]",original,positive,-4.719061992434284,crossed_training_task_5000_rng417,speed_mm_s,"[-10.803520729112542, -4.846514608654608, 1.4928493604642985]",development,drone,8,6.14917575549732
gru,"[-0.012929746427133477, 0.015728193868894583]",framewise,"[1, 1]",original,positive,0.0012862016129100429,crossed_training_task_5000_rng417,altitude_error_mm,"[0.005543504611127403, -0.006734377310552153, 0.005049477538154878]",development,drone,8,0.006950415842798325
gru,"[-37.5, 12.5]",constant_dynamics,all,original,positive,-12.5,crossed_training_task_5000_rng417,success,"[0.0, -25.0, -12.5]",development,drone,8,12.5
gru,"[-54.756249999999994, 24.875]",constant_dynamics,all,original,positive,-16.666666666666668,crossed_training_task_5000_rng417,budget_penalized_commands,"[7.375, -43.375, -14.0]",development,drone,8,25.479873593354686
gru,"[-140.72055108026512, 38.44549541011409]",constant_dynamics,all,original,positive,-42.67655201010515,crossed_training_task_5000_rng417,goal_distance_mm,"[3.2802454668619347, -100.09228840114956, -31.21761309602781]",development,drone,8,52.630320636974204
gru,"[-30.793868783269147, 12.055497172412531]",constant_dynamics,all,original,positive,-7.477520402290072,crossed_training_task_5000_rng417,speed_mm_s,"[-26.26687176875266, 0.2116019709898982, 3.6227085908925494]",development,drone,8,16.361195117483874
gru,"[-0.01422491338999056, 0.03470902704345024]",constant_dynamics,all,original,positive,0.010227303887162345,crossed_training_task_5000_rng417,altitude_error_mm,"[0.0139362093283385, 0.00498877557640609, 0.011756926756742447]",development,drone,8,0.0046657209816556395
gru,"[-37.5, 12.5]",constant_dynamics,"[1, 1]",original,positive,-12.5,crossed_training_task_5000_rng417,success,"[0.0, -25.0, -12.5]",development,drone,8,12.5
gru,"[-54.756249999999994, 24.875]",constant_dynamics,"[1, 1]",original,positive,-16.666666666666668,crossed_training_task_5000_rng417,budget_penalized_commands,"[7.375, -43.375, -14.0]",development,drone,8,25.479873593354686
gru,"[-140.72055108026512, 38.44549541011409]",constant_dynamics,"[1, 1]",original,positive,-42.67655201010515,crossed_training_task_5000_rng417,goal_distance_mm,"[3.2802454668619347, -100.09228840114956, -31.21761309602781]",development,drone,8,52.630320636974204
gru,"[-30.793868783269147, 12.055497172412531]",constant_dynamics,"[1, 1]",original,positive,-7.477520402290072,crossed_training_task_5000_rng417,speed_mm_s,"[-26.26687176875266, 0.2116019709898982, 3.6227085908925494]",development,drone,8,16.361195117483874
gru,"[-0.01422491338999056, 0.03470902704345024]",constant_dynamics,"[1, 1]",original,positive,0.010227303887162345,crossed_training_task_5000_rng417,altitude_error_mm,"[0.0139362093283385, 0.00498877557640609, 0.011756926756742447]",development,drone,8,0.0046657209816556395
transformer,"[-25.0, 33.43749999999849]",framewise,all,original,positive,4.166666666666667,crossed_training_task_5000_rng417,success,"[0.0, 0.0, 12.5]",development,drone,8,7.216878364870322
transformer,"[-42.0, 29.083333333333332]",framewise,all,original,positive,-5.625,crossed_training_task_5000_rng417,budget_penalized_commands,"[-17.75, -0.875, 1.75]",development,drone,8,10.582267006648433
transformer,"[-33.23547064656539, 31.14821462632956]",framewise,all,original,positive,-3.6250707388934766,crossed_training_task_5000_rng417,goal_distance_mm,"[10.171389566726853, -24.88367456230976, 3.837072778902476]",development,drone,8,18.680927966320503
