family,task,backbone,split,mode,condition,n,physical_task_seeds,success_percent,final_success_percent,support_successes,eligible_n,eligible_success_percent,metric,max,mean,median,min,q25,q75,actual_calls_mean,success_calls_mean,budget_penalized_commands_mean,failures
core,pusht,transformer,extrapolation,factorized_unpaired,"[0, 3]",192,64,5.208333333333333,5.208333333333333,3,189,3.7037037037037037,agent_position_error_px,1036.6446274549626,215.80846066673192,149.4652148564537,1.3642282411899023,87.30433249057798,270.5032463425555,48.630208333333336,23.7,48.630208333333336,182
core,pusht,transformer,extrapolation,factorized_unpaired,"[0, 3]",192,64,5.208333333333333,5.208333333333333,3,189,3.7037037037037037,block_angle_error_rad,3.0281918787153117,1.1417943552887964,1.0318329601320442,0.0,0.2808601733535592,1.9056979287175446,48.630208333333336,23.7,48.630208333333336,182
core,pusht,transformer,extrapolation,factorized_unpaired,"[0, 3]",192,64,5.208333333333333,5.208333333333333,3,189,3.7037037037037037,block_translation_error_px,579.0444037733229,160.89599458604178,117.65111457406154,0.0,46.901788773230294,262.5933419898306,48.630208333333336,23.7,48.630208333333336,182
core,pusht,transformer,extrapolation,factorized_unpaired,"[0, 3]",192,64,5.208333333333333,5.208333333333333,3,189,3.7037037037037037,position_error_px,1131.2898412133823,289.40493535902243,242.36872399058058,1.3642282411899023,121.44659455041125,379.1896777811032,48.630208333333336,23.7,48.630208333333336,182
core,pusht,transformer,extrapolation,factorized_unpaired,"[3, 0]",192,64,7.8125,7.8125,9,183,3.278688524590164,agent_position_error_px,758.0993824518442,404.339781927642,432.17590632712836,7.965536989768988,302.93379916312375,512.4542105214489,47.130208333333336,13.266666666666667,47.130208333333336,177
core,pusht,transformer,extrapolation,factorized_unpaired,"[3, 0]",192,64,7.8125,7.8125,9,183,3.278688524590164,block_angle_error_rad,2.2124041900879003,0.4499536487533999,0.283362330979664,0.0,0.07760891706903128,0.6320084939864541,47.130208333333336,13.266666666666667,47.130208333333336,177
core,pusht,transformer,extrapolation,factorized_unpaired,"[3, 0]",192,64,7.8125,7.8125,9,183,3.278688524590164,block_translation_error_px,225.1985187345096,57.266836293728744,51.46450802533065,0.0,18.02198764791375,87.32544902606587,47.130208333333336,13.266666666666667,47.130208333333336,177
core,pusht,transformer,extrapolation,factorized_unpaired,"[3, 0]",192,64,7.8125,7.8125,9,183,3.278688524590164,position_error_px,759.993917737507,411.5108437578283,434.6909257115103,10.182194253112879,314.0508592518745,516.0519807422031,47.130208333333336,13.266666666666667,47.130208333333336,177
core,pusht,transformer,extrapolation,factorized_unpaired,"[3, 3]",192,64,2.6041666666666665,2.6041666666666665,3,189,1.0582010582010581,agent_position_error_px,856.3906870761119,465.8357660200063,469.25674696848404,15.368484203023847,334.44466081597875,598.680890902159,49.041666666666664,13.2,49.041666666666664,187
core,pusht,transformer,extrapolation,factorized_unpaired,"[3, 3]",192,64,2.6041666666666665,2.6041666666666665,3,189,1.0582010582010581,block_angle_error_rad,3.1226604458044322,1.122204106963881,0.9502107758516551,0.0,0.2261501770484392,1.9677872071089215,49.041666666666664,13.2,49.041666666666664,187
core,pusht,transformer,extrapolation,factorized_unpaired,"[3, 3]",192,64,2.6041666666666665,2.6041666666666665,3,189,1.0582010582010581,block_translation_error_px,460.8365427075497,151.63457344110424,122.67324619141074,0.0,51.63690562984902,236.84364226200574,49.041666666666664,13.2,49.041666666666664,187
core,pusht,transformer,extrapolation,factorized_unpaired,"[3, 3]",192,64,2.6041666666666665,2.6041666666666665,3,189,1.0582010582010581,position_error_px,900.6788329785794,508.71331047268814,503.5319030731175,15.368484203023847,401.7589844853295,621.1546599039019,49.041666666666664,13.2,49.041666666666664,187
core,pusht,transformer,extrapolation,framewise,all,576,64,5.034722222222222,5.034722222222222,15,561,2.4955436720142603,agent_position_error_px,1108.3152482889843,358.3588331930184,328.099420639181,3.1383567442427713,155.78556364298117,522.4527151110874,48.369791666666664,17.620689655172413,48.369791666666664,547
core,pusht,transformer,extrapolation,framewise,all,576,64,5.034722222222222,5.034722222222222,15,561,2.4955436720142603,block_angle_error_rad,3.1306850981359675,0.9365634082248921,0.5406924707816096,0.0,0.16193943731536908,1.556698217481567,48.369791666666664,17.620689655172413,48.369791666666664,547
core,pusht,transformer,extrapolation,framewise,all,576,64,5.034722222222222,5.034722222222222,15,561,2.4955436720142603,block_translation_error_px,630.2561540802235,128.77877661417222,77.67393120538135,0.0,32.49901981938402,201.83175375232707,48.369791666666664,17.620689655172413,48.369791666666664,547
core,pusht,transformer,extrapolation,framewise,all,576,64,5.034722222222222,5.034722222222222,15,561,2.4955436720142603,position_error_px,1109.8325469650456,401.44791674042864,386.0645389070781,4.678632037293872,220.38937815537975,558.3877339269884,48.369791666666664,17.620689655172413,48.369791666666664,547
core,pusht,transformer,extrapolation,framewise,"[0, 3]",192,64,5.729166666666667,5.729166666666667,3,189,4.232804232804233,agent_position_error_px,1015.6142217613062,218.5222949190373,144.33983637667856,4.678632037293872,73.41590359850888,323.97297959590793,48.635416666666664,26.181818181818183,48.635416666666664,181
core,pusht,transformer,extrapolation,framewise,"[0, 3]",192,64,5.729166666666667,5.729166666666667,3,189,4.232804232804233,block_angle_error_rad,3.1306850981359675,1.2215042758308252,1.1080042852524499,0.0,0.21961271940878857,2.1538300977489007,48.635416666666664,26.181818181818183,48.635416666666664,181
core,pusht,transformer,extrapolation,framewise,"[0, 3]",192,64,5.729166666666667,5.729166666666667,3,189,4.232804232804233,block_translation_error_px,586.2441463526923,165.0990412711067,102.45673210503001,0.0,43.06829694928034,277.53694608547005,48.635416666666664,26.181818181818183,48.635416666666664,181
